100
True
0
number of parameters: 0.10M
num decayed parameter tensors: 35, with 101,696 parameters
num non-decayed parameter tensors: 22, with 581 parameters
using fused AdamW: True
Epoch [7272], Train Loss: 0.0425, Val Loss: 0.0489, LR: 0.000500
Epoch [7389], Train Loss: 0.0173, Val Loss: 0.0155, LR: 0.000500
Epoch [7390], Train Loss: 0.0506, Val Loss: 0.0153, LR: 0.000500
Epoch [7391], Train Loss: 0.0111, Val Loss: 0.0242, LR: 0.000500
Epoch [7392], Train Loss: 0.0277, Val Loss: 0.0053, LR: 0.000500
Epoch [7393], Train Loss: 0.0315, Val Loss: 0.0160, LR: 0.000500
Epoch [7394], Train Loss: 0.0268, Val Loss: 0.0084, LR: 0.000500
Epoch [7395], Train Loss: 0.0069, Val Loss: 0.0140, LR: 0.000500
Epoch [7396], Train Loss: 0.0166, Val Loss: 0.0375, LR: 0.000500
Epoch [7397], Train Loss: 0.0106, Val Loss: 0.0234, LR: 0.000500
Epoch [7398], Train Loss: 0.0087, Val Loss: 0.0464, LR: 0.000500
Epoch [7399], Train Loss: 0.0422, Val Loss: 0.0187, LR: 0.000500
Epoch [7400], Train Loss: 0.0036, Val Loss: 0.0292, LR: 0.000500
Epoch [7401], Train Loss: 0.0225, Val Loss: 0.0071, LR: 0.000500
Epoch [7402], Train Loss: 0.0118, Val Loss: 0.0253, LR: 0.000500
Epoch [7403], Train Loss: 0.0058, Val Loss: 0.0215, LR: 0.000500
Epoch [7404], Train Loss: 0.0130, Val Loss: 0.0087, LR: 0.000500
Epoch [7405], Train Loss: 0.0059, Val Loss: 0.0267, LR: 0.000500
Epoch [7406], Train Loss: 0.0187, Val Loss: 0.0323, LR: 0.000500
Epoch [7407], Train Loss: 0.0199, Val Loss: 0.0137, LR: 0.000500
Epoch [7408], Train Loss: 0.0094, Val Loss: 0.0164, LR: 0.000500
Epoch [7409], Train Loss: 0.0300, Val Loss: 0.0745, LR: 0.000500
Epoch [7410], Train Loss: 0.0184, Val Loss: 0.0236, LR: 0.000500
Epoch [7411], Train Loss: 0.0155, Val Loss: 0.0038, LR: 0.000500
Epoch [7412], Train Loss: 0.0130, Val Loss: 0.0162, LR: 0.000500
Epoch [7413], Train Loss: 0.0452, Val Loss: 0.0049, LR: 0.000500
Epoch [7414], Train Loss: 0.0020, Val Loss: 0.0182, LR: 0.000500
Epoch [7415], Train Loss: 0.0217, Val Loss: 0.0193, LR: 0.000500
Epoch [7416], Train Loss: 0.0243, Val Loss: 0.0087, LR: 0.000500
Epoch [7417], Train Loss: 0.0048, Val Loss: 0.0302, LR: 0.000500
Epoch [7418], Train Loss: 0.0230, Val Loss: 0.0357, LR: 0.000500
Epoch [7419], Train Loss: 0.0177, Val Loss: 0.0295, LR: 0.000500
Epoch [7420], Train Loss: 0.0053, Val Loss: 0.0139, LR: 0.000500
Epoch [7421], Train Loss: 0.0088, Val Loss: 0.0145, LR: 0.000500
Epoch [7422], Train Loss: 0.0109, Val Loss: 0.0118, LR: 0.000500
Epoch [7423], Train Loss: 0.0100, Val Loss: 0.0055, LR: 0.000500
Epoch [7424], Train Loss: 0.0059, Val Loss: 0.0078, LR: 0.000500
Epoch [7425], Train Loss: 0.0081, Val Loss: 0.0032, LR: 0.000500
Epoch [7426], Train Loss: 0.0043, Val Loss: 0.1350, LR: 0.000500
Epoch [7427], Train Loss: 0.1302, Val Loss: 0.0438, LR: 0.000500
Epoch [7428], Train Loss: 0.1210, Val Loss: 0.0568, LR: 0.000500
Epoch [7429], Train Loss: 0.0575, Val Loss: 0.0287, LR: 0.000500
Epoch [7430], Train Loss: 0.0165, Val Loss: 0.0422, LR: 0.000500
Epoch [7431], Train Loss: 0.0347, Val Loss: 0.0558, LR: 0.000500
Epoch [7432], Train Loss: 0.0585, Val Loss: 0.3004, LR: 0.000500
Epoch [7433], Train Loss: 0.0150, Val Loss: 0.3008, LR: 0.000500
Epoch [7434], Train Loss: 0.1167, Val Loss: 0.0352, LR: 0.000500
Epoch [7435], Train Loss: 0.0377, Val Loss: 0.0188, LR: 0.000500
Epoch [7436], Train Loss: 0.0486, Val Loss: 0.0211, LR: 0.000500
Epoch [7437], Train Loss: 0.0287, Val Loss: 0.0413, LR: 0.000500
Epoch [7438], Train Loss: 0.0863, Val Loss: 0.0502, LR: 0.000500
Epoch [7439], Train Loss: 0.0519, Val Loss: 0.1123, LR: 0.000500
Epoch [7440], Train Loss: 0.0520, Val Loss: 0.0968, LR: 0.000500
Epoch [7441], Train Loss: 0.0687, Val Loss: 0.0776, LR: 0.000500
Epoch [7442], Train Loss: 0.0769, Val Loss: 0.1261, LR: 0.000500
Epoch [7443], Train Loss: 0.0783, Val Loss: 0.1073, LR: 0.000500
Epoch [7444], Train Loss: 0.0705, Val Loss: 0.0822, LR: 0.000500
Epoch [7445], Train Loss: 0.1125, Val Loss: 0.0736, LR: 0.000500
Epoch [7446], Train Loss: 0.0828, Val Loss: 0.0688, LR: 0.000500
Epoch [7447], Train Loss: 0.0792, Val Loss: 0.0790, LR: 0.000500
Epoch [7448], Train Loss: 0.1070, Val Loss: 0.0731, LR: 0.000500
Epoch [7449], Train Loss: 0.1850, Val Loss: 0.0938, LR: 0.000500
Epoch [7450], Train Loss: 0.0733, Val Loss: 0.0966, LR: 0.000500
Epoch [7451], Train Loss: 0.0758, Val Loss: 0.0776, LR: 0.000500
Epoch [7452], Train Loss: 0.1092, Val Loss: 0.0528, LR: 0.000500
Epoch [7453], Train Loss: 0.0397, Val Loss: 0.0719, LR: 0.000500
Epoch [7454], Train Loss: 0.0783, Val Loss: 0.0608, LR: 0.000500
Epoch [7455], Train Loss: 0.0857, Val Loss: 0.0421, LR: 0.000500
Epoch [7456], Train Loss: 0.0523, Val Loss: 0.0432, LR: 0.000500
Epoch [7457], Train Loss: 0.0432, Val Loss: 0.0495, LR: 0.000500
Epoch [7458], Train Loss: 0.1124, Val Loss: 0.0528, LR: 0.000500
Epoch [7459], Train Loss: 0.0560, Val Loss: 0.0364, LR: 0.000500
Epoch [7460], Train Loss: 0.0332, Val Loss: 0.0461, LR: 0.000500
Epoch [7461], Train Loss: 0.0414, Val Loss: 0.0304, LR: 0.000500
Epoch [7462], Train Loss: 0.0371, Val Loss: 0.0751, LR: 0.000500
Epoch [7463], Train Loss: 0.0382, Val Loss: 0.0338, LR: 0.000500
Epoch [7464], Train Loss: 0.0578, Val Loss: 0.0463, LR: 0.000500
Epoch [7465], Train Loss: 0.0441, Val Loss: 0.0502, LR: 0.000500
Epoch [7466], Train Loss: 0.0488, Val Loss: 0.0398, LR: 0.000500
Epoch [7467], Train Loss: 0.0356, Val Loss: 0.0227, LR: 0.000500
Epoch [7468], Train Loss: 0.0888, Val Loss: 0.0221, LR: 0.000500
Epoch [7469], Train Loss: 0.0360, Val Loss: 0.0396, LR: 0.000500
Epoch [7470], Train Loss: 0.0403, Val Loss: 0.0214, LR: 0.000500
Epoch [7471], Train Loss: 0.0554, Val Loss: 0.0200, LR: 0.000500
Epoch [7472], Train Loss: 0.0455, Val Loss: 0.0146, LR: 0.000500
Epoch [7473], Train Loss: 0.0271, Val Loss: 0.0386, LR: 0.000500
Epoch [7474], Train Loss: 0.0142, Val Loss: 0.0338, LR: 0.000500
Epoch [7475], Train Loss: 0.0358, Val Loss: 0.0342, LR: 0.000500
Epoch [7476], Train Loss: 0.0151, Val Loss: 0.0183, LR: 0.000500
Epoch [7477], Train Loss: 0.0137, Val Loss: 0.0147, LR: 0.000500
Epoch [7478], Train Loss: 0.0143, Val Loss: 0.0152, LR: 0.000500
Epoch [7479], Train Loss: 0.0461, Val Loss: 0.0211, LR: 0.000500
Epoch [7480], Train Loss: 0.0416, Val Loss: 0.0762, LR: 0.000500
Epoch [7481], Train Loss: 0.0223, Val Loss: 0.0108, LR: 0.000500
Epoch [7482], Train Loss: 0.0199, Val Loss: 0.0235, LR: 0.000500
Epoch [7483], Train Loss: 0.0233, Val Loss: 0.0178, LR: 0.000500
Epoch [7484], Train Loss: 0.0253, Val Loss: 0.0121, LR: 0.000500
Epoch [7485], Train Loss: 0.0093, Val Loss: 0.0112, LR: 0.000500
Epoch [7486], Train Loss: 0.0178, Val Loss: 0.0159, LR: 0.000500
Epoch [7487], Train Loss: 0.0733, Val Loss: 0.0169, LR: 0.000500
Epoch [7488], Train Loss: 0.0730, Val Loss: 0.0923, LR: 0.000500
Epoch [7489], Train Loss: 0.0247, Val Loss: 0.0404, LR: 0.000500
Epoch [7490], Train Loss: 0.0156, Val Loss: 0.0327, LR: 0.000500
Epoch [7491], Train Loss: 0.0070, Val Loss: 0.0196, LR: 0.000500
Epoch [7492], Train Loss: 0.0096, Val Loss: 0.0089, LR: 0.000500
Epoch [7493], Train Loss: 0.0165, Val Loss: 0.0221, LR: 0.000500
Epoch [7494], Train Loss: 0.0209, Val Loss: 0.0114, LR: 0.000500
Epoch [7495], Train Loss: 0.0078, Val Loss: 0.0092, LR: 0.000500
Epoch [7496], Train Loss: 0.0378, Val Loss: 0.0143, LR: 0.000500
Epoch [7497], Train Loss: 0.0091, Val Loss: 0.0104, LR: 0.000500
Epoch [7498], Train Loss: 0.0153, Val Loss: 0.0124, LR: 0.000500
Epoch [7499], Train Loss: 0.0122, Val Loss: 0.0250, LR: 0.000500
Epoch [7500], Train Loss: 0.0250, Val Loss: 0.0159, LR: 0.000500
Epoch [7501], Train Loss: 0.0067, Val Loss: 0.0236, LR: 0.000500
Epoch [7502], Train Loss: 0.0188, Val Loss: 0.0118, LR: 0.000500
Epoch [7503], Train Loss: 0.0138, Val Loss: 0.0372, LR: 0.000500
Epoch [7504], Train Loss: 0.0161, Val Loss: 0.0362, LR: 0.000500
Epoch [7505], Train Loss: 0.0616, Val Loss: 0.0130, LR: 0.000500
Epoch [7506], Train Loss: 0.0178, Val Loss: 0.0263, LR: 0.000500
Epoch [7507], Train Loss: 0.0157, Val Loss: 0.0114, LR: 0.000500
Epoch [7508], Train Loss: 0.0208, Val Loss: 0.0066, LR: 0.000500
Epoch [7509], Train Loss: 0.0608, Val Loss: 0.0220, LR: 0.000500
Epoch [7510], Train Loss: 0.0298, Val Loss: 0.0182, LR: 0.000500
Epoch [7511], Train Loss: 0.0084, Val Loss: 0.0089, LR: 0.000500
Epoch [7512], Train Loss: 0.0168, Val Loss: 0.0080, LR: 0.000500
Epoch [7513], Train Loss: 0.0100, Val Loss: 0.0087, LR: 0.000500
Epoch [7514], Train Loss: 0.0174, Val Loss: 0.0145, LR: 0.000500
Epoch [7515], Train Loss: 0.0316, Val Loss: 0.0180, LR: 0.000500
Epoch [7516], Train Loss: 0.0230, Val Loss: 0.0165, LR: 0.000500
Epoch [7517], Train Loss: 0.0557, Val Loss: 0.0147, LR: 0.000500
Epoch [7518], Train Loss: 0.0243, Val Loss: 0.0088, LR: 0.000500
Epoch [7519], Train Loss: 0.0326, Val Loss: 0.0326, LR: 0.000500
Epoch [7520], Train Loss: 0.0274, Val Loss: 0.0083, LR: 0.000500
Epoch [7521], Train Loss: 0.0074, Val Loss: 0.0188, LR: 0.000500
Epoch [7522], Train Loss: 0.0203, Val Loss: 0.0356, LR: 0.000500
Epoch [7523], Train Loss: 0.0363, Val Loss: 0.0163, LR: 0.000500
Epoch [7524], Train Loss: 0.0307, Val Loss: 0.0155, LR: 0.000500
Epoch [7525], Train Loss: 0.0166, Val Loss: 0.0123, LR: 0.000500
Epoch [7526], Train Loss: 0.0259, Val Loss: 0.0092, LR: 0.000500
Epoch [7527], Train Loss: 0.0093, Val Loss: 0.0308, LR: 0.000500
Epoch [7528], Train Loss: 0.0145, Val Loss: 0.0047, LR: 0.000500
Epoch [7529], Train Loss: 0.0259, Val Loss: 0.0171, LR: 0.000500
Epoch [7530], Train Loss: 0.0258, Val Loss: 0.0315, LR: 0.000500
Epoch [7531], Train Loss: 0.0234, Val Loss: 0.0602, LR: 0.000500
Epoch [7532], Train Loss: 0.0098, Val Loss: 0.0350, LR: 0.000500
Epoch [7533], Train Loss: 0.0653, Val Loss: 0.0046, LR: 0.000500
Epoch [7534], Train Loss: 0.0065, Val Loss: 0.0564, LR: 0.000500
Epoch [7535], Train Loss: 0.0263, Val Loss: 0.0108, LR: 0.000500
Epoch [7536], Train Loss: 0.0188, Val Loss: 0.0276, LR: 0.000500
Epoch [7537], Train Loss: 0.0135, Val Loss: 0.0196, LR: 0.000500
Epoch [7538], Train Loss: 0.0341, Val Loss: 0.0077, LR: 0.000500
Epoch [7539], Train Loss: 0.0102, Val Loss: 0.0099, LR: 0.000500
Epoch [7540], Train Loss: 0.0058, Val Loss: 0.0291, LR: 0.000500
Epoch [7541], Train Loss: 0.0571, Val Loss: 0.0123, LR: 0.000500
Epoch [7542], Train Loss: 0.0145, Val Loss: 0.0633, LR: 0.000500
Epoch [7543], Train Loss: 0.0120, Val Loss: 0.0333, LR: 0.000500
Epoch [7544], Train Loss: 0.0181, Val Loss: 0.0081, LR: 0.000500
Epoch [7545], Train Loss: 0.0159, Val Loss: 0.0103, LR: 0.000500
Epoch [7546], Train Loss: 0.0214, Val Loss: 0.0155, LR: 0.000500
Epoch [7547], Train Loss: 0.0072, Val Loss: 0.0093, LR: 0.000500
Epoch [7548], Train Loss: 0.0052, Val Loss: 0.0093, LR: 0.000500
Epoch [7549], Train Loss: 0.0089, Val Loss: 0.0037, LR: 0.000500
Epoch [7550], Train Loss: 0.0151, Val Loss: 0.0314, LR: 0.000500
Epoch [7551], Train Loss: 0.0035, Val Loss: 0.0028, LR: 0.000500
Epoch [7552], Train Loss: 0.0054, Val Loss: 0.0093, LR: 0.000500
Epoch [7553], Train Loss: 0.0097, Val Loss: 0.0044, LR: 0.000500
Epoch [7554], Train Loss: 0.0205, Val Loss: 0.0026, LR: 0.000500
Epoch [7555], Train Loss: 0.0101, Val Loss: 0.0027, LR: 0.000500
Epoch [7556], Train Loss: 0.0028, Val Loss: 0.0125, LR: 0.000500
Epoch [7557], Train Loss: 0.0186, Val Loss: 0.0297, LR: 0.000500
Epoch [7558], Train Loss: 0.0093, Val Loss: 0.0107, LR: 0.000500
Epoch [7559], Train Loss: 0.0107, Val Loss: 0.0247, LR: 0.000500
Epoch [7560], Train Loss: 0.0031, Val Loss: 0.0082, LR: 0.000500
Epoch [7561], Train Loss: 0.0060, Val Loss: 0.0098, LR: 0.000500
Epoch [7562], Train Loss: 0.0082, Val Loss: 0.0119, LR: 0.000500
Epoch [7563], Train Loss: 0.0066, Val Loss: 0.0173, LR: 0.000500
Epoch [7564], Train Loss: 0.0082, Val Loss: 0.0501, LR: 0.000500
Epoch [7565], Train Loss: 0.0014, Val Loss: 0.0082, LR: 0.000500
Epoch [7566], Train Loss: 0.0156, Val Loss: 0.0035, LR: 0.000500
Epoch [7567], Train Loss: 0.0146, Val Loss: 0.0047, LR: 0.000500
Epoch [7568], Train Loss: 0.0165, Val Loss: 0.0032, LR: 0.000500
Epoch [7569], Train Loss: 0.0035, Val Loss: 0.0071, LR: 0.000500
Epoch [7570], Train Loss: 0.0150, Val Loss: 0.0836, LR: 0.000500
Epoch [7571], Train Loss: 0.0059, Val Loss: 0.0446, LR: 0.000500
Epoch [7572], Train Loss: 0.0022, Val Loss: 0.0027, LR: 0.000500
Epoch [7573], Train Loss: 0.0045, Val Loss: 0.0305, LR: 0.000500
Epoch [7574], Train Loss: 0.0035, Val Loss: 0.0049, LR: 0.000500
Epoch [7575], Train Loss: 0.0026, Val Loss: 0.0033, LR: 0.000500
Epoch [7576], Train Loss: 0.0341, Val Loss: 0.0068, LR: 0.000500
Epoch [7577], Train Loss: 0.0237, Val Loss: 0.0089, LR: 0.000500
Epoch [7578], Train Loss: 0.0158, Val Loss: 0.0039, LR: 0.000500
Epoch [7579], Train Loss: 0.0119, Val Loss: 0.0077, LR: 0.000500
Epoch [7580], Train Loss: 0.0040, Val Loss: 0.0327, LR: 0.000500
Epoch [7581], Train Loss: 0.0020, Val Loss: 0.0159, LR: 0.000500
Epoch [7582], Train Loss: 0.0053, Val Loss: 0.0056, LR: 0.000500
Epoch [7583], Train Loss: 0.0067, Val Loss: 0.0026, LR: 0.000500
Epoch [7584], Train Loss: 0.0245, Val Loss: 0.0348, LR: 0.000500
Epoch [7585], Train Loss: 0.0006, Val Loss: 0.0043, LR: 0.000500
Epoch [7586], Train Loss: 0.0220, Val Loss: 0.0100, LR: 0.000500
Epoch [7587], Train Loss: 0.0077, Val Loss: 0.0265, LR: 0.000500
Epoch [7588], Train Loss: 0.0236, Val Loss: 0.0062, LR: 0.000500
Epoch [7589], Train Loss: 0.0117, Val Loss: 0.0024, LR: 0.000500
Epoch [7590], Train Loss: 0.0373, Val Loss: 0.0069, LR: 0.000500
Epoch [7591], Train Loss: 0.0243, Val Loss: 0.0013, LR: 0.000500
Epoch [7592], Train Loss: 0.0044, Val Loss: 0.0893, LR: 0.000500
Epoch [7593], Train Loss: 0.0045, Val Loss: 0.0063, LR: 0.000500
Epoch [7594], Train Loss: 0.0020, Val Loss: 0.0061, LR: 0.000500
Epoch [7595], Train Loss: 0.0081, Val Loss: 0.0332, LR: 0.000500
Epoch [7596], Train Loss: 0.0106, Val Loss: 0.0091, LR: 0.000500
Epoch [7597], Train Loss: 0.0205, Val Loss: 0.0077, LR: 0.000500
Epoch [7598], Train Loss: 0.0242, Val Loss: 0.0058, LR: 0.000500
Epoch [7599], Train Loss: 0.0062, Val Loss: 0.0266, LR: 0.000500
Epoch [7600], Train Loss: 0.0228, Val Loss: 0.0189, LR: 0.000500
Epoch [7601], Train Loss: 0.0027, Val Loss: 0.0034, LR: 0.000500
Epoch [7602], Train Loss: 0.0023, Val Loss: 0.0211, LR: 0.000500
Epoch [7603], Train Loss: 0.0185, Val Loss: 0.0288, LR: 0.000500
Epoch [7604], Train Loss: 0.0067, Val Loss: 0.0105, LR: 0.000500
Epoch [7605], Train Loss: 0.0026, Val Loss: 0.0107, LR: 0.000500
Epoch [7606], Train Loss: 0.0149, Val Loss: 0.0033, LR: 0.000500
Epoch [7607], Train Loss: 0.0063, Val Loss: 0.0119, LR: 0.000500
